Nid,Title,Author uid,Background,Bibliography,Date,Description,English Translation,Manuscript Link,Manuscript Title,Path,Post date,Updated date,Published status
104,Simiane papers,838,"<p>There is no background essay available for this manuscript, but we invite you to post your own essay to our <a href=""https://paleography.library.utoronto.ca/content/group-work"">Google group</a>, for discussion there and possible uploading to the site later on.</p>
<div>
<hr align=""left"" size=""1"" width=""33%"" /><div id=""ftn1""><a href=""#_ftnref1"" name=""_ftn1"" title="""" id=""_ftn1"">[1]</a> Capital of the Rhône-Alpes region, <em>département </em>Rhône.</div>
</div>
<p> </p>
",,1622,"<p>Lyon,<a href=""#_ftn1"" name=""_ftnref1"" title="""" id=""_ftnref1"">[1]</a> 1622<br /><em>Simiane Papers</em><br />
Chicago, Newberry Library, VAULT Wing MS 98</p>
<p> </p>
",,"http://paleography.library.utoronto.ca/islandora/object/paleography:502
",Simiane papers,/content/about_fp_067,"Tuesday, June 16, 2015 - 14:09","Thursday, February 25, 2016 - 12:12",Yes
105,Sixieme livre du Proces d'amour,838,"<p>There is no background essay available for this manuscript, but we invite you to post your own essay to our <a href=""https://paleography.library.utoronto.ca/content/group-work"">Google group</a>, for discussion there and possible uploading to the site later on.</p>
<p> </p>
",,1610,"<p>France?, 1610-1630<br /><em>Procès d’amour </em><br />
Chicago, Newberry Library, VAULT Case MS 5184</p>
<p> </p>
",,"http://paleography.library.utoronto.ca/islandora/object/paleography:453
",Sixieme livre du Proces d'amour,/content/about_fp_017,"Tuesday, June 16, 2015 - 14:11","Thursday, February 25, 2016 - 12:14",Yes
106,Investiture de l’Ile d’Orléans donnée au procureur des concessionnaires par le gouverneur général de la Nouvelle-France,838,"<p>This document records a symbolic moment in Quebec's history: a ceremony that took place at the southwestern tip of the Ile d’Orléans on July 1, 1638. In the presence of local officials and witnesses, Jean Guitet, a notary and clerk in the fledgling colony of New France, read aloud the deeds that accorded two large seignories – land grants – to a newly-formed association of eight French business partners. The document reveals that one part of the ceremony included breaking some branches and pulling up some grass, as a symbol of taking possession of the land.</p>
<p>The trading company chartered to develop the fur trade along the Saint Lawrence River, the <em>Compagnie de la Nouvelle-France </em>or<em> Compagnie des Cent-Associés</em>, had originally issued the deeds of concession two years earlier, in Paris. The <em>Compagnie</em> assigned parcels of land in New France to members who would engage in colonization. Eight of them established a partnership and were granted the seignories of Beaupré and Ile d’Orléans. Their association, known as the <em>Compagnie de Beaupré, </em>would administer those two seignories until the bishop of Quebec, François de Laval, would acquire most of the land in that region, in the 1660s. He needed properties to provide subsistence for the seminary that he was founding. The Seminary of Quebec still owns the seignory of Beaupré, and it still generates revenue.</p>
<p>The document reads like a who's-who of men involved in the early establishment of French commercial interests in North America. It certifies that Guitet read aloud the Paris deeds of concession on site, in the presence of Charles Huault de Montmagny, lieutenant-general of New France. Also present were Huault's lieutenant, Bréhaut Delisle; a representative of the <em>Compagnie de Beaupré, </em>François Derré de Gand; and three witnesses: Juchereau, Pierre Le Roux, and Olivier Le Tardif. Derré took possession of the seignory of the Ile d’Orléans in the name of Jacques Castillon, bourgeois of Paris, and his associates.</p>
<p>Although the associates were not present, the document identifies them: Antoine Cheffault, seigneur de la Regnardière and lawyer in the Parlement of Paris; Nicolas Fouquet and Jean de Lauson, Councilors of State; Georges Berruyer, sieur de Manselmont; and Jean Rozée, Jacques Duhamel, and Noël Juchereau des Chastelets, all merchants.</p>
<p align=""right"">- Carla Zecher</p>
<p> </p>
","<p>- ""1.1 Seigneuries."" In <em>Séminaire</em> 20: 6-8. Quebec City: Archives du séminaire de Québec.<br />
- Gariépy, Raymond. <em>Les seigneuries de Beaupré et de l’île d’Orléans dans leur début</em>. Quebec City: Société historique de Québec, 1974.</p>
<p> </p>
",1638,"<p>Quebec City, 1 July 1638<br /><em>Investiture de l'Ile d'Orléans donnée au procureur des concessionnaires par le gouverneur général de la Nouvelle-France</em><br />
Chicago, Newberry Library, VAULT box Ayer MS 132</p>
<p> </p>
",,"http://paleography.library.utoronto.ca/islandora/object/paleography:443
",Investiture de l’Ile d’Orléans donnée au procureur des concessionnaires par le gouverneur général de la Nouvelle-France,/content/about_fp_007,"Tuesday, June 16, 2015 - 14:12","Thursday, October 5, 2017 - 13:08",Yes
107,Tournon papers,838,"<p>In development.</p>
",,1644,,,"http://paleography.library.utoronto.ca/islandora/object/paleography:501
",Tournon papers,/content/about_fp_066,"Tuesday, June 16, 2015 - 14:13","Wednesday, January 13, 2016 - 11:42",No
108,"Traicté des modes, ou tons, de la musique",838,"<p>The musicologist Isabelle His has published a codicological description and detailed account of the contents of this anonymous music manuscript. She observes that one copyist prepared it, writing both the text and music, and that it likely was intended for use in vocal training, keyboard training, or a combination of the two. The scribe may have copied from printed sources which date from as early as the 1550s and at least as late as 1614. The dating and historical context for the manuscript itself is not immediately obvious. The two types of paper used place the manuscript at about 1630 and 1636, and both the paper and the manner of notating the music suggest an English or Dutch locale, London or Amsterdam. But the use of the French language, as well as the musical and theoretical content, point to a Francophone, Calvinist milieu. Paper, of course, could travel, and be saved for later use. Isabelle His points out that there are possible links with another music manuscript by a merchant of La Rochelle – a Calvinist stronghold – named Martin van der Bist d’Anvers, dated 1622.</p>
<p>The document we have digitized is an eight-page treatise on the musical modes found at the beginning of the manuscript. The inclusion of such a treatise is unusual for a music manuscript of this period and for one that contains so much keyboard repertoire. The author of the treatise, clearly influenced by the writings of the French composer Claude Le Jeune (who died in 1600), defends the value of the ancient system of twelve modes as compared with the pared-down “modern” system of only eight modes, drawing examples from the Huguenot Psalter. Isabelle His comments that there’s more scholarly work to be done to tease out the relationship between the treatise that opens the manuscript and the musical repertoire that follows.</p>
<p align=""right"">- Carla Zecher</p>
<p> </p>
","<p>For much more information, including a chart detailing all of the music that appears in the manuscript, see Isabelle His, “Un précieux témoin de la pensée modale et du répertoire pour clavier du début du XVIIe siècle: le manuscrit Vm 2.3.F81t de la Newberry Library de Chicago,” in “<em>La la la... Maistre Henri” : Mélanges de musicologie offerts à Henri Vanhulst </em>(Turnhout: Brepols Publishers, 2009), 217-36.</p>
<p> </p>
",1630,"<p>France?, 1630<br /><em>Traicté des modes, ou tons, de la musique</em><br />
Chicago, Newberry Library, VAULT Case folio MS VM 2.3 F81t</p>
<p> </p>
",,"http://paleography.library.utoronto.ca/islandora/object/paleography:470
","Traicté des modes, ou tons, de la musique",/content/about_fp_034,"Tuesday, June 16, 2015 - 14:14","Thursday, October 5, 2017 - 13:26",Yes
109,Vente au profit de Gabriel de Langeac,838,"<p>There is no background essay available for this manuscript, but we invite you to post your own essay to our <a href=""https://paleography.library.utoronto.ca/content/group-work"">Google group</a>, for discussion there and possible uploading to the site later on.</p>
<p>Click here for <a href=""https://paleography.library.utoronto.ca/islandora/search/catch_all_fields_mt%3A%28Langeac%29?f%5b0%5d=-entity_type%3A%22node%22&sort=mods_originInfo_qualifier_approximate_dateIssued_s%20asc"">Langeac family documents</a>.</p>
<div>
<hr align=""left"" size=""1"" width=""33%"" /><div id=""ftn1"">
<a href=""#_ftnref1"" name=""_ftn1"" title="""" id=""_ftn1"">[1]</a> <em>Chef-lieu d’arrondissement</em> in Auvergne, <em>département </em>Puy-de-Dôme.
</div>
</div>
<p> </p>
",,1585,"<p>Riom,<a href=""#_ftn1"" name=""_ftnref1"" title="""" id=""_ftnref1"">[1]</a> 22 May 1585</p>
<p><em>Vente au profit de Gabriel de Langeac</em></p>
<p>Chicago, Newberry Library, VAULT Case MS 5027</p>
<p> </p>
",,"http://paleography.library.utoronto.ca/islandora/object/paleography:482
",Vente au profit de Gabriel de Langeac,/content/about_fp_046,"Tuesday, June 16, 2015 - 14:15","Thursday, February 25, 2016 - 12:35",Yes
110,Vers d'amour,838,"<p>The 19th-century poet, editor, and bookseller Prosper Blanchemain found this manuscript in a Paris bookshop and used it as the base text for his 1873 edition of the poems of Jehan (Jean) Marion (Blanchemain’s volume is available <a href=""https://books.google.com/books?hl=en&lr=&id=7VIdcOkrzMwC&oi=fnd&pg=PA1&dq=%22jehan+marion%22&ots=6minsTBHUD&sig=Vbwc1VJbEXzLlLM8Floraj3dOGc#v=onepage&q=%22jehan%20marion%22&f=false"">online</a>). The manuscript bears Blanchemain’s bookplate. Only 100 numbered copies of Blanchemain’s edition of it were printed.</p>
<p>The manuscript contains a set of verses (which the author claims to have rendered out of prose) on questions pertaining to love, a French translation of a Latin poem admonishing children to draw near to Jesus Christ, and an assortment of other poems in various formats that were popular in the 15th and first half of the 16th century in France (<em>rondeaux, quatrains, huitains, ballades,</em> etc.). Blanchemain assumes that the manuscript is in Marion’s own hand. This seems very likely, but we don’t know for sure. Whoever the scribe was, there appears to have been an intention to put the most important poems – the more scholarly ones – at the beginning. But as Blanchemain remarks, the smaller poems assembled at the end are more representative of Marion himself, as a poet and personality.</p>
<p>This manuscript is the only document through which we know of this poet’s existence – there do not appear to have been any printed editions of his verses prior to Blanchemain’s discovery of the manuscript. It's possible that Marion moved in the kinds of social circles that would have caused some of his verses to be set to music, in which case they might appear in published or manuscript anthologies of <em>chansons</em>. This remains to be investigated.</p>
<p>Fortunately Jehan Marion provides his name internally in the collection, in several places, including the acrostic poem that we have reproduced, where his name is presented vertically in the initials at the beginning of the lines (fol. 37r). Working from the first-person material in the poems, which appears to be autobiographical, Blanchemain concluded that this poet must have been the Jean Marion who was the fifth son (born in 1540) of a notary in Nevers, in Burgundy. An itinerant schoolmaster in his youth, he returned regularly to his home town, where he eventually married, had a son who lived for only a week, became a magistrate, and died in about 1579 or 1580. The Count of Soultrait, however, argued to Blanchemain (in a letter that Blanchemain reproduced at the end of his edition) that this was Jean Marion, the son of a goldsmith in Nevers named Pierre Marion, who, after a rather peripatetic youthful existence, later went to serve as a soldier in Poland under the Duke of Anjou. In short, this may have been the impoverished cousin of the more important branch of the family – that is, the more colorful figure of the bohemian poet-soldier. We like to think of these verses as being read aloud or sung on the road, and so we have included in our website an out-loud reading of the acrostic poem (click <a href=""https://paleography.library.utoronto.ca/islandora/object/paleography:2411"">here</a>).</p>
<p align=""right"">- Caroline Prud’Homme and Carla Zecher</p>
<div> 
<hr align=""left"" size=""1"" width=""33%"" /><div id=""ftn1"">
<p><a href=""#_ftnref1"" name=""_ftn1"" title="""" id=""_ftn1"">[1]</a> Administrative capital of the Nièvre <em>département</em> in Burgundy.</p>
</div>
</div>
<p> </p>
","<p>Marion, Jean. <em>Rondeaulx et vers d’amour</em>. Ed. Prosper Blanchemain. Geneva: Slatkine Reprints, 1969 (Paris: Léon Willem, 1873).</p>
<p> </p>
",1550,"<p>Nevers,<a href=""#_ftn1"" name=""_ftnref1"" title="""" id=""_ftnref1"">[1]</a> ca. 1550<br />
Jehan Marion, <em>Vers d’amour</em><br />
Chicago, Newberry Library, VAULT Case MS 5026</p>
<p> </p>
",,"http://paleography.library.utoronto.ca/islandora/object/paleography:462
",Vers d'amour,/content/about_fp_026,"Tuesday, June 16, 2015 - 14:16","Thursday, October 5, 2017 - 13:27",Yes
368,Les xv joies Nostre Dame,838,"<p>Books of Hours, the most common type of late medieval illuminated manuscripts, assisted lay women and men in their private devotions. These books offer a shortened version of the Divine Office, the devotions performed by monks and nuns at the eight canonical hours each day. Books of Hours usually also contain a liturgical calendar showing the saints days celebrated throughout the year. Since the Virgin Mary was central to medieval spiritual devotion, the Hours of the Virgin, or Little Office of the Blessed Virgin, was the main text of Books of Hours. Often the “Joys of the Virgin” appears as well, a prayer commemorating anywhere from five to fifteen happy moments in Mary’s life, although seven ""joys"" is the most common. This prayer is usually the only part of the manuscript in French, apart from the calendar, since the main text of Books of Hours is in Latin. The Latin and French texts vary slightly according to the liturgy practiced in a particular region, known as its “use,"" such as the Uses of Rome and Paris.</p>
<p>For a later example of Christian meditations, see <a href=""https://paleography.library.utoronto.ca/islandora/object/paleography:457#111a7969-7698-42c3-a99f-ca959c5c5388"">Pensées (doctrines de la sainte foy chretienne)</a>.</p>
<p align=""right"">- Caroline Prud’Homme</p>
<p> </p>
<p>[1] Capital of the Loiret <em>département</em> and Centre region in France.</p>
<p> </p>
","<p>- Clemens, Raymond, and Timothy Graham. “Books of Hours.” In <em>Introduction to Manuscript Studies</em>. Ithaca and London: Cornell University Press, 2007, 208-21.<br />
- Gros, Gérard. <em>Ave Vierge Marie: étude sur les prières mariales en vers français (XIIe-XVe siècles)</em>. Lyons: Presses universitaires de Lyon, 2004.<br />
- Hindman, Sandra, and James H. Marrow, eds. <em>Books of Hours Reconsidered</em>. Turnhout: Brepols, 2013.<br />
- Wieck, Roger S., Lawrence R. Poos, Virginia Reinburg, and John Plummer. <em>Time Sanctified: The Book of Hours in Medieval Art and Life. </em>New York: George Braziller, 1988.</p>
<p> </p>
",1480,"<p>Orléans?,<a href=""https://paleography.library.utoronto.ca/content/transcript_fp_001#_ftn1"" id=""_ftnref1"" name=""_ftnref1"" title="""">[1]</a> ca. 1480<br />
""Les xv joyes Nostre Dame."" In <em>Book of Hours </em> <br />
Chicago, Newberry Library, VAULT Case MS 41</p>
<p> </p>
",,"http://paleography.library.utoronto.ca/islandora/object/paleography:404
",Les xv joies Nostre Dame,/content/about_fp_001,"Tuesday, July 21, 2015 - 11:20","Thursday, October 5, 2017 - 13:15",Yes
567,Cartulaire de l'Abbaye-aux-Bois,2482,"<p>In the forest of Picardy, near Compiègne and Noyon, stood the Abbaye-aux-Bois, a monastery of Cistercian nuns, from 1202 to 1661. After a fire burnt the abbey down, the small community moved to Paris and continued its mission until 1907, when the Paris convent was destroyed in the expansion of the Rue de Sèvres. Amazingly, a large portion of the archives of the community survived, including this cartulary from the 13<sup>th</sup> and 14<sup>th</sup> centuries, which found its way to Chicago.</p>
<p>This cartulary is a collection of 247 charters dated 1202 to 1279 and mostly related to the possessions of the monastery.<a href=""#_ftn2"" name=""_ftnref2"" title="""" id=""_ftnref2"">[2]</a> While Latin dominates, French is the language of the seven charters presented here and of 45 more charters written from 1251 onwards. A first part of the cartulary was complete by 1243 (fol. 13r-42v), and a second part, ca. 1280. Further additions were made in 1296 and in 1314. Finally, a table akin to a user’s guide was created in 1341 (fol. 1-8).</p>
<p>In modern times the monastery is known as <em>Abbaye-aux-Bois</em>, but in the Middle Ages it was most commonly called <em>Libera Abbatia/Franche-Abbaye</em> or <em>Libera Abbatia juxta Bellum Locum/Franche Abbaye delez Beaulieu</em>, as it was tied to the village of Beaulieu-les-Fontaines.<a href=""#_ftn3"" name=""_ftnref3"" title="""" id=""_ftnref3"">[3]</a> In the sample presented here, we find the words “Franche Abie de(les) Biauliu” in five charters, and “Franke Abbeie du Bos en costé Biaulieu” in two others.</p>
<p>The cartulary opens with the foundation charter of April 1202. Jean II, <em>seigneur de Nesle </em>and<em> châtelain de Bruges</em> (1197-1239) appears to have founded the abbey in the interval between taking a crusade vow in 1200 and departing for the Fourth Crusade in 1203. A large number of charters pertain to him and his family, including the charter on <a href=""https://paleography.library.utoronto.ca/islandora/object/paleography%3A2055#3f95e7a2-31d4-4f4a-8869-9a9579911843"">fol. 72v</a>, which is the first one written in French. Here Jean de Nelse, lord of Falvy and nephew of Jean II de Nesle, pledges to pay one <em>muid</em> of wheat to the monastery every year when his vassal Gautier le Maçon or Gautier's heirs are unable to do so (see the transcription here).</p>
<p>This cartulary is the earliest document in this website's collection. For an example of a much later cartulary (1693), see <a href=""/islandora/object/paleography%3A1809#23f97e71-5de0-4ba9-a60d-238db9a77d0c"">Contracts, charters, financial records of the St. Lambert’s Cathedral in Liège</a>.</p>
<p align=""right"">- Caroline Prud’Homme</p>
<div>
<hr align=""left"" size=""1"" width=""33%"" /><div id=""ftn1""><a href=""#_ftnref1"" name=""_ftn1"" title="""" id=""_ftn1"">[1]</a> <em>Commune </em>in Picardy, <em>département </em>Oise, <em>arrondissement </em>Compiègne, <em>canton </em>Guiscard.</div>
<div id=""ftn2""><a href=""#_ftnref2"" name=""_ftn2"" title="""" id=""_ftn2"">[2]</a> For a complete analysis of the manuscript, see Brigitte Pipon, ed. <em>Le chartrier de l’Abbaye-aux-Bois (1202-1341). Étude et édition</em>. Paris: École des Chartes (Mémoires et documents de l’École des Chartes n. 46), 1996.</div>
<div id=""ftn3""><a href=""#_ftnref3"" name=""_ftn3"" title="""" id=""_ftn3"">[3]</a> <em>Commune </em>in Picardy, <em>département </em>Oise, <em>arrondissement </em>Compiègne, <em>canton </em>Lassigny.
<p> </p>
</div>
</div>
","<p>- Pipon, Brigitte, ed. <em>Le chartrier de l’Abbaye-aux-Bois (1202-1341). Étude et édition</em>. Paris: École des Chartes (Mémoires et documents de l’École des Chartes n. 46), 1996.</p>
<p>See also on Cistercian female monasticism:<br />
- Berman, Constance Hoffman. <em>The Cistercian Evolution. The Invention of a Religious Order in Twelfth-Century Europe</em>. Philadelphia: University of Pennsylvania Press, 2000.</p>
<p>- Lester, Anne E. <em>Creating Cistercian Nuns. The Women’s Religious Movement and its Reform in Thirteenth-Century Champagne</em>. Ithaca, NY: Cornell University Press, 2011.</p>
<p> </p>
",1280,"<p>Ognolles,<a href=""#_ftn1"" name=""_ftnref1"" title="""" id=""_ftnref1"">[1]</a> 1251-1267 (copy ca. 1280)<br /><em>Cartulaire de l’Abbaye-aux-Bois</em><br />
Chicago, Newberry Library, VAULT Case MS 20.1</p>
<p> </p>
",,"https://paleography.library.utoronto.ca/islandora/object/paleography:2055
","Cartulaire de l'Abbaye-aux-Bois
",/content/about_fp_068,"Wednesday, January 13, 2016 - 10:07","Thursday, October 5, 2017 - 12:45",Yes
570,"Chroniques de Jean Froissart, vol. 2",2482,"<p>There is no background essay available for this manuscript, but we invite you to post your own essay to our <a href=""https://paleography.library.utoronto.ca/content/group-work"">Google group</a>, for discussion there and possible uploading to the site later on.</p>
<p align=""right"">- Beth Woodward</p>
<p> </p>
",,1425,"<p>Low Countries, 1425-1450<br /><em>Chroniques de Jean Froissart, vol. 2</em><br />
Chicago, Newberry Library, VAULT Folio Case MS 37.2</p>
<p> </p>
",,"https://paleography.library.utoronto.ca/islandora/object/paleography:459
","Chroniques de Jean Froissart, vol. 2
",/content/about_fp_023,"Wednesday, January 13, 2016 - 10:58","Thursday, October 5, 2017 - 13:30",Yes
602,Chronique de Normandie,2488,"<p>The <em>Chronique de Normandie</em> recounts the deeds of the medieval dukes of Normandy. The first version of this prose chronicle drew on a long tradition of historiographical writing celebrating the dukes of Normandy that began in the late 10<sup>th</sup> century. By the 13<sup>th</sup> century, Latin and French verse histories of the dukes (by such authors as Dudon, Guillaume of Jumièges, Orderic Vital, Wace, Benoît of Saint-Maure, and others) had fallen out of style and were replaced by a prose vernacular version, likely due to the influence and popularity of contemporary prose Crusade chronicles. The anonymous French prose chronicle composed in the 13<sup>th</sup> century drew heavily on earlier Latin and vernacular sources while elaborating on the events described and bringing the chronicle up to date.</p>
<p> </p>
<p>Later, in the 14<sup>th</sup> century, another anonymous author/compiler further revised and expanded the 13<sup>th</sup>-century prose <em>Chronique de Normandie</em>; modern scholars sometimes call this 14<sup>th</sup>-century version the <em>Grande Chronique de Normandie </em>to differentiate it from its predecessor. This later text is the one conserved in the Getty Museum manuscript. Scholars have divided the surviving manuscripts of the 14<sup>th</sup>-century chronicle into two text families: manuscripts of Family A, like the Getty’s copy, lack the two introductory chapters that are found in manuscripts of Family B. Overall, 43 manuscript copies of the 14<sup>th</sup>-century chronicle are known today.</p>
<p> </p>
<p>The Getty’s copy of the <em>Chronique de Normandie</em> is an elaborate manuscript incorporating painted miniatures, marginal decoration, and large decorated initials. The miniatures depict major events from the chronicle, such as the coronation of William I (popularly known as William the Conqueror, identified as “guillaume le bastart” in the inscription) illustrated on folio 91v. Most of the miniatures utilize a technique known as “grisaille,” or painting with shades of gray instead of color. Manuscripts using grisaille were particularly in vogue among the French royal family in the 14<sup>th</sup> century, and the Dukes of Burgundy continued to favor the technique in the 15<sup>th</sup> century.</p>
<p> </p>
<p>Two of the decorated initials in this manuscript contain armorial devices that allow us to posit the identities of the two people who originally commissioned (or received?) the manuscript: David de Rambures and Guillaume de Bours. The two men were friends who served as counselors for various dukes and kings, including King Philip the Bold. Both men were killed at the Battle of Agincourt in 1415, one of the major battles of the Hundred Years’ War.</p>
<p align=""right"">- Beth Woodward</p>
<p> </p>
","<p>-Labory, Gillette. “Les manuscrits de la <em>Grande Chronique de Normandie</em> du XIVe et du XVe siècle.” <em>Revue d’histoire des textes </em>29, no. 1999 (2000): 245-94.</p>
<p>-Labory, Gillette. “Les manuscrits de la <em>Grande Chronique de Normandie</em> du XIVe et du XVe siècle.” <em>Revue d’histoire des textes</em> 28, no. 1998 (1999): 183–233 [esp. 192-95].</p>
<p>-Labory, Gillette. “Les manuscrits de la <em>Grande Chronique de Normandie</em> du XIVe et du XVe siècle.” <em>Revue d’histoire des textes</em> 27, no. 1997 (1997): 191–222.</p>
<p>-Walsh, John. “Acquisitions/1983. Manuscripts Acquisitions: The Ludwig Collection.” <em>The J. Paul Getty Museum Journal</em> 12 (1984): 281–306.</p>
<p>-Meiss, Millard. <em>French Painting in the Time of Jean de Berry: The Limbourgs and Their Contemporaries</em>. New York: G. Braziller, 1974. </p>
<p> </p>
",1400,"<p>Paris, 1400-1415<br /><em>Chronique de Normandie</em><br />
Los Angeles, The J. Paul Getty Museum, MS Ludwig XIII 4</p>
<p> </p>
",,"https://paleography.library.utoronto.ca/islandora/object/paleography:1817
","Chronique de Normandie
",/content/about_fp_324,"Wednesday, January 13, 2016 - 16:38","Thursday, October 5, 2017 - 13:29",Yes
604,Book of Esther (beginning),2488,"<p>Petrus Comestor’s 12<sup>th</sup>-century -century <em>Historia Scholastica</em> was already a popular text, widely used in learned and clerical milieus, when the canon Guyart de Moulins translated it into French in the late thirteenth century. The result of Guyart’s enormous undertaking is the <em>Bible Historiale, </em>a history of the world based on the events of the Bible. Guyart de Moulins’s vernacular translation found immense success in the 14<sup>th</sup> and 15<sup>th</sup> centuries, and approximately 150 manuscript copies of the <em>Bible</em> <em>Historiale</em> survive today.</p>
<p> </p>
<p>This two-volume manuscript in the Getty Museum exhibits the standard decoration and layout for luxury copies of the <em>Bible Historiale</em>: a large frontispiece opens each volume and numerous single-column miniatures illustrate the text. Most of the chapters in the <em>Bible Historiale </em>are introduced by a miniature depicting an event near the beginning of that book or, as is the case with the miniature on folio 262r introducing the Book of Esther, an image that encapsulates the theme or subject matter of that book. The crowned figure of Esther appears before King Ahasuerus in an apt opening miniature for this text centered on Esther’s role in saving the Jewish people from destruction.</p>
<p> </p>
<p>Nothing is known of the original patron or owner of the manuscript, but the style of the miniatures permits us to identify the painter as the “Master of John de Mandeville.” This otherwise anonymous artist takes his name from a luxury copy of Mandeville’s <em>Travels</em> that he illustrated for King Charles V (Paris, Bibliothèque nationale, MS nouv. ac. fr. 4515-4516). The artist was active in the courts of King Charles V and John the Good (Jean le Bon) in the third quarter of the 14<sup>th</sup> century, and his style is typical of elite 14<sup>th</sup>-century Parisian production. The artist used a partial grisaille (gray painting) technique, with touches of color for the faces and hands, to portray the elegant and fashionably dressed figures of Ahasuerus, Esther, and her attendants. In addition to this manuscript, the Master of John de Mandeville is known to have illustrated at least two other copies of the <em>Bible Historiale. </em></p>
<p align=""right"">- Beth Woodward</p>
<p> </p>
","<p>-Lobrichon, Guy. “The Story of a Success: The <em>Bible historiale</em> in French (1295 - ca. 1500).” In <em>Form and Function in the Late Medieval Bible, </em>ed. Eyal Poleg and Laura Light. Boston: Brill, 2013, 307-31.</p>
<p>-Fournié, Eléonore. <em>L’Iconographie de la </em>Bible historiale. Turnhout: Brepols, 2012.</p>
<p>-Morrison, Elizabeth, and Anne Dawson Hedeman. <em>Imagining the Past in France: History in Manuscript Painting, 1250-1500</em>. Los Angeles: J. Paul Getty Museum, 2010 [cat. no. 22, pp. 166-67].</p>
<p>-Fournié, Eléonore. “Catalogue des manuscrits de la <em>Bible historiale </em>(2/3).” <em>L’Atelier du Centre de recherches historiques</em> 3, no. 2 (2009). doi:10.4000/acrh.1468. URL: <a href=""http://acrh.revues.org/index1468.html"">http://acrh.revues.org/index1468.html</a></p>
<p> </p>
",1360,"<p>Paris, 1360-1370<br />
“Book of Esther (beginning).” In <em>Bible historiale, vol. 1</em><br />
Los Angeles, J. Paul Getty Museum, MS 1 vol. 1</p>
<p> </p>
",,"https://paleography.library.utoronto.ca/islandora/object/paleography:1816
","Book of Esther (beginning)
",/content/about_fp_323,"Wednesday, January 13, 2016 - 16:41","Thursday, October 26, 2017 - 10:37",Yes
